STATION_ID,DNR_PARAMETER_CODE,START_DATE_TIME,RESULT_AMT,RESULT_VALUE_NO,LOD_AMT,UniqueID,result,PramName,Sample_code,Year,Ecoregion
10013685,600,6/14/2016 11:10,4.84,4.84,0.03,10013685_2016,4.84,TN,2016-54,2016,North Central Hardwood Forests
10013685,600,7/19/2016 14:26,4.8,4.8,0.03,10013685_2016,4.8,TN,2016-54,2016,North Central Hardwood Forests
10013685,600,8/15/2016 8:12,4.56,4.56,0.03,10013685_2016,4.56,TN,2016-54,2016,North Central Hardwood Forests
10013685,600,9/12/2016 8:55,4.52,4.52,0.03,10013685_2016,4.52,TN,2016-54,2016,North Central Hardwood Forests
10013685,600,10/16/2016 13:00,4.94,4.94,0.03,10013685_2016,4.94,TN,2016-54,2016,North Central Hardwood Forests
10013685,631,5/17/2016 8:45,4.22,4.22,0.057,10013685_2016,4.22,NO2+NO3,2016-54,2016,North Central Hardwood Forests
10013685,631,6/14/2016 11:10,4.08,4.08,0.057,10013685_2016,4.08,NO2+NO3,2016-54,2016,North Central Hardwood Forests
10013685,631,7/19/2016 14:26,4.16,4.16,0.057,10013685_2016,4.16,NO2+NO3,2016-54,2016,North Central Hardwood Forests
10013685,631,8/15/2016 8:12,4.04,4.04,0.057,10013685_2016,4.04,NO2+NO3,2016-54,2016,North Central Hardwood Forests
10013685,631,9/12/2016 8:55,4.1,4.1,0.057,10013685_2016,4.1,NO2+NO3,2016-54,2016,North Central Hardwood Forests
10013685,631,10/16/2016 13:00,4.74,4.74,0.19,10013685_2016,4.74,NO2+NO3,2016-54,2016,North Central Hardwood Forests
10013685,665,5/17/2016 8:45,0.0253,0.0253,0.005,10013685_2016,0.0253,TP,2016-54,2016,North Central Hardwood Forests
10013685,665,6/14/2016 11:10,0.0419,0.0419,0.005,10013685_2016,0.0419,TP,2016-54,2016,North Central Hardwood Forests
10013685,665,7/19/2016 14:26,0.0274,0.0274,0.005,10013685_2016,0.0274,TP,2016-54,2016,North Central Hardwood Forests
10013685,665,8/15/2016 8:12,0.0362,0.0362,0.005,10013685_2016,0.0362,TP,2016-54,2016,North Central Hardwood Forests
10013685,665,9/12/2016 8:55,0.0341,0.0341,0.005,10013685_2016,0.0341,TP,2016-54,2016,North Central Hardwood Forests
10013685,665,10/16/2016 13:00,0.0248,0.0248,0.005,10013685_2016,0.0248,TP,2016-54,2016,North Central Hardwood Forests
10013911,665,5/29/2018 13:45,0.144,0.144,0.005,10013911_2018,0.144,TP,2018-21,2018,Driftless Area
10013911,665,6/27/2018 13:40,0.127,0.127,0.005,10013911_2018,0.127,TP,2018-21,2018,Driftless Area
10013911,665,7/25/2018 13:55,0.113,0.113,0.005,10013911_2018,0.113,TP,2018-21,2018,Driftless Area
10013911,665,8/23/2018 13:50,0.083,0.083,0.005,10013911_2018,0.083,TP,2018-21,2018,Driftless Area
10013911,665,9/24/2018 11:40,0.146,0.146,0.005,10013911_2018,0.146,TP,2018-21,2018,Driftless Area
10013911,665,10/23/2018 13:30,0.09,0.09,0.005,10013911_2018,0.09,TP,2018-21,2018,Driftless Area
10014051,600,8/15/2016 9:50,1.54,1.54,0.03,10014051_2016,1.54,TN,2016-16,2016,Driftless Area
10014051,600,7/31/2017 0:00,1.77,1.77,0.075,10014051_2017,1.77,TN,2017-78,2017,Driftless Area
10014051,600,6/28/2018 10:15,1.58,1.58,0.075,10014051_2018,1.58,TN,2018-20,2018,Driftless Area
10014051,600,7/9/2019 10:30,1.56,1.56,0.075,10014051_2019,1.56,TN,2019-19,2019,Driftless Area
10014051,608,8/15/2016 9:50,NA,ND,0.015,10014051_2016,0.0075,NH3_N,2016-16,2016,Driftless Area
10014051,608,7/31/2017 0:00,0.0253,0.0253,0.015,10014051_2017,0.0253,NH3_N,2017-78,2017,Driftless Area
10014051,608,6/28/2018 10:15,0.0254,0.0254,0.015,10014051_2018,0.0254,NH3_N,2018-20,2018,Driftless Area
10014051,608,7/9/2019 10:30,0.0183,0.0183,0.015,10014051_2019,0.0183,NH3_N,2019-19,2019,Driftless Area
10014051,608,7/7/2020 9:30,0.0194,0.0194,0.017,10014051_2020,0.0194,NH3_N,2020-14,2020,Driftless Area
10014051,608,6/7/2021 13:15,0.0195,0.0195,0.012,10014051_2021,0.0195,NH3_N,2021-50,2021,Driftless Area
10014051,631,8/15/2016 9:50,1.36,1.36,0.019,10014051_2016,1.36,NO2+NO3,2016-16,2016,Driftless Area
10014051,631,7/31/2017 0:00,1.44,1.44,0.019,10014051_2017,1.44,NO2+NO3,2017-78,2017,Driftless Area
10014051,631,6/28/2018 10:15,1.33,1.33,0.036,10014051_2018,1.33,NO2+NO3,2018-20,2018,Driftless Area
10014051,631,7/9/2019 10:30,1.27,1.27,0.036,10014051_2019,1.27,NO2+NO3,2019-19,2019,Driftless Area
10014051,631,7/7/2020 9:30,1.29,1.29,0.04,10014051_2020,1.29,NO2+NO3,2020-14,2020,Driftless Area
10014051,631,6/7/2021 13:15,1.38,1.38,0.055,10014051_2021,1.38,NO2+NO3,2021-50,2021,Driftless Area
10014051,665,8/15/2016 9:50,0.0319,0.0319,0.005,10014051_2016,0.0319,TP,2016-16,2016,Driftless Area
10014051,665,7/31/2017 0:00,0.0364,0.0364,0.005,10014051_2017,0.0364,TP,2017-78,2017,Driftless Area
10014051,665,6/28/2018 10:15,0.0429,0.0429,0.005,10014051_2018,0.0429,TP,2018-20,2018,Driftless Area
10014051,665,7/9/2019 10:30,0.0301,0.0301,0.008,10014051_2019,0.0301,TP,2019-19,2019,Driftless Area
10014051,665,7/7/2020 9:30,0.053,0.053,0.008,10014051_2020,0.053,TP,2020-14,2020,Driftless Area
10014051,665,6/7/2021 13:15,0.0422,0.0422,0.012,10014051_2021,0.0422,TP,2021-50,2021,Driftless Area
10014372,665,8/22/2016 15:45,0.714,0.714,0.005,10014372_2016,0.714,TP,2016-78,2016,Southeastern Wisconsin Till Plains
10015677,600,5/16/2022 11:15,2.75,2.75,0.058,10015677_2022,2.75,TN,2022-50,2022,North Central Hardwood Forests
10015677,600,6/14/2022 11:10,3.11,3.11,0.058,10015677_2022,3.11,TN,2022-50,2022,North Central Hardwood Forests
10015677,600,7/18/2022 11:25,2.64,2.64,0.058,10015677_2022,2.64,TN,2022-50,2022,North Central Hardwood Forests
10015677,600,8/16/2022 13:10,2.84,2.84,0.058,10015677_2022,2.84,TN,2022-50,2022,North Central Hardwood Forests
10015677,600,9/19/2022 11:15,3,3,0.058,10015677_2022,3,TN,2022-50,2022,North Central Hardwood Forests
10015677,600,10/18/2022 11:00,3.6,3.6,0.058,10015677_2022,3.6,TN,2022-50,2022,North Central Hardwood Forests
10015677,608,5/16/2022 11:15,NA,ND,0.012,10015677_2022,0.006,NH3_N,2022-50,2022,North Central Hardwood Forests
10015677,608,6/14/2022 11:10,NA,ND,0.012,10015677_2022,0.006,NH3_N,2022-50,2022,North Central Hardwood Forests
10015677,608,7/18/2022 11:25,NA,ND,0.012,10015677_2022,0.006,NH3_N,2022-50,2022,North Central Hardwood Forests
10015677,608,8/16/2022 13:10,NA,ND,0.012,10015677_2022,0.006,NH3_N,2022-50,2022,North Central Hardwood Forests
10015677,608,9/19/2022 11:15,NA,ND,0.012,10015677_2022,0.006,NH3_N,2022-50,2022,North Central Hardwood Forests
10015677,608,10/18/2022 11:00,NA,ND,0.012,10015677_2022,0.006,NH3_N,2022-50,2022,North Central Hardwood Forests
10015677,631,5/16/2022 11:15,2.27,2.27,0.055,10015677_2022,2.27,NO2+NO3,2022-50,2022,North Central Hardwood Forests
10015677,631,6/14/2022 11:10,2.7,2.7,0.055,10015677_2022,2.7,NO2+NO3,2022-50,2022,North Central Hardwood Forests
10015677,631,7/18/2022 11:25,2.14,2.14,0.055,10015677_2022,2.14,NO2+NO3,2022-50,2022,North Central Hardwood Forests
10015677,631,8/16/2022 13:10,2.47,2.47,0.055,10015677_2022,2.47,NO2+NO3,2022-50,2022,North Central Hardwood Forests
10015677,631,9/19/2022 11:15,2.66,2.66,0.055,10015677_2022,2.66,NO2+NO3,2022-50,2022,North Central Hardwood Forests
10015677,631,10/18/2022 11:00,3.34,3.34,0.11,10015677_2022,3.34,NO2+NO3,2022-50,2022,North Central Hardwood Forests
10015677,665,5/16/2022 11:15,0.0295,0.0295,0.009,10015677_2022,0.0295,TP,2022-50,2022,North Central Hardwood Forests
10015677,665,6/14/2022 11:10,0.0292,0.0292,0.009,10015677_2022,0.0292,TP,2022-50,2022,North Central Hardwood Forests
10015677,665,7/18/2022 11:25,0.0376,0.0376,0.009,10015677_2022,0.0376,TP,2022-50,2022,North Central Hardwood Forests
10015677,665,8/16/2022 13:10,0.0248,0.0248,0.009,10015677_2022,0.0248,TP,2022-50,2022,North Central Hardwood Forests
10015677,665,9/19/2022 11:15,0.0177,0.0177,0.009,10015677_2022,0.0177,TP,2022-50,2022,North Central Hardwood Forests
10015677,665,10/18/2022 11:00,0.0108,0.0108,0.009,10015677_2022,0.0108,TP,2022-50,2022,North Central Hardwood Forests
10015851,665,5/21/2017 12:00,0.0977,0.0977,0.005,10015851_2017,0.0977,TP,2017-15,2017,Southeastern Wisconsin Till Plains
10015851,665,6/21/2017 18:30,0.271,0.271,0.005,10015851_2017,0.271,TP,2017-15,2017,Southeastern Wisconsin Till Plains
10015851,665,7/25/2017 15:00,0.212,0.212,0.005,10015851_2017,0.212,TP,2017-15,2017,Southeastern Wisconsin Till Plains
10015851,665,8/28/2017 17:45,0.102,0.102,0.005,10015851_2017,0.102,TP,2017-15,2017,Southeastern Wisconsin Till Plains
10015851,665,9/26/2017 17:47,0.187,0.187,0.005,10015851_2017,0.187,TP,2017-15,2017,Southeastern Wisconsin Till Plains
10015851,665,10/29/2017 11:40,0.127,0.127,0.005,10015851_2017,0.127,TP,2017-15,2017,Southeastern Wisconsin Till Plains
10015911,665,6/21/2020 18:40,0.0663,0.0663,0.008,10015911_2020,0.0663,TP,2020-49,2020,Southeastern Wisconsin Till Plains
10015911,665,7/13/2020 11:00,0.215,0.215,0.008,10015911_2020,0.215,TP,2020-49,2020,Southeastern Wisconsin Till Plains
10015911,665,8/9/2020 10:55,0.0641,0.0641,0.008,10015911_2020,0.0641,TP,2020-49,2020,Southeastern Wisconsin Till Plains
10015911,665,9/27/2020 11:30,0.0499,0.0499,0.008,10015911_2020,0.0499,TP,2020-49,2020,Southeastern Wisconsin Till Plains
10015911,665,10/11/2020 11:35,0.0495,0.0495,0.008,10015911_2020,0.0495,TP,2020-49,2020,Southeastern Wisconsin Till Plains
10015995,600,5/7/2019 12:40,1.36,1.36,0.075,10015995_2019,1.36,TN,2019-45,2019,North Central Hardwood Forests
10015995,600,5/22/2019 10:45,1.07,1.07,0.075,10015995_2019,1.07,TN,2019-45,2019,North Central Hardwood Forests
10015995,600,7/29/2019 10:55,2.6,2.6,0.15,10015995_2019,2.6,TN,2019-45,2019,North Central Hardwood Forests
10015995,600,8/13/2019 14:30,2.05,2.05,0.075,10015995_2019,2.05,TN,2019-45,2019,North Central Hardwood Forests
10015995,608,5/7/2019 12:40,0.0171,0.0171,0.015,10015995_2019,0.0171,NH3_N,2019-45,2019,North Central Hardwood Forests
10015995,608,5/22/2019 10:45,NA,ND,0.015,10015995_2019,0.0075,NH3_N,2019-45,2019,North Central Hardwood Forests
10015995,608,7/29/2019 10:55,0.0364,0.0364,0.015,10015995_2019,0.0364,NH3_N,2019-45,2019,North Central Hardwood Forests
10015995,608,8/13/2019 14:30,0.0272,0.0272,0.015,10015995_2019,0.0272,NH3_N,2019-45,2019,North Central Hardwood Forests
10015995,631,5/7/2019 12:40,0.519,0.519,0.036,10015995_2019,0.519,NO2+NO3,2019-45,2019,North Central Hardwood Forests
10015995,631,5/22/2019 10:45,0.164,0.164,0.036,10015995_2019,0.164,NO2+NO3,2019-45,2019,North Central Hardwood Forests
10015995,631,7/29/2019 10:55,1.5,1.5,0.036,10015995_2019,1.5,NO2+NO3,2019-45,2019,North Central Hardwood Forests
10015995,631,8/13/2019 14:30,0.992,0.992,0.036,10015995_2019,0.992,NO2+NO3,2019-45,2019,North Central Hardwood Forests
10015995,665,4/18/2019 13:10,0.064,0.064,0.008,10015995_2019,0.064,TP,2019-45,2019,North Central Hardwood Forests
10015995,665,5/22/2019 10:45,0.0293,0.0293,0.008,10015995_2019,0.0293,TP,2019-45,2019,North Central Hardwood Forests
10015995,665,7/16/2019 11:46,0.113,0.113,0.008,10015995_2019,0.113,TP,2019-45,2019,North Central Hardwood Forests
10016026,665,5/8/2019 9:45,0.0182,0.0182,0.008,10016026_2019,0.0182,TP,2019-33,2019,North Central Hardwood Forests
10016026,665,6/5/2019 9:20,0.0219,0.0219,0.008,10016026_2019,0.0219,TP,2019-33,2019,North Central Hardwood Forests
10016026,665,7/11/2019 9:30,0.0492,0.0492,0.008,10016026_2019,0.0492,TP,2019-33,2019,North Central Hardwood Forests
10016026,665,8/1/2019 8:40,0.0707,0.0707,0.008,10016026_2019,0.0707,TP,2019-33,2019,North Central Hardwood Forests
10016026,665,9/4/2019 12:28,0.0722,0.0722,0.008,10016026_2019,0.0722,TP,2019-33,2019,North Central Hardwood Forests
10016026,665,10/11/2019 8:30,0.0452,0.0452,0.008,10016026_2019,0.0452,TP,2019-33,2019,North Central Hardwood Forests
10016029,600,7/17/2018 9:11,4.97,4.97,0.075,10016029_2018,4.97,TN,2018-03,2018,Southeastern Wisconsin Till Plains
10016029,600,7/15/2019 9:15,5.52,5.52,0.15,10016029_2019,5.52,TN,2019-02,2019,Southeastern Wisconsin Till Plains
10016029,600,7/13/2021 9:06,5.65,5.65,0.058,10016029_2021,5.65,TN,2021-16,2021,Southeastern Wisconsin Till Plains
10016029,600,7/12/2022 10:20,5.47,5.47,0.058,10016029_2022,5.47,TN,2022-02,2022,Southeastern Wisconsin Till Plains
10016029,608,7/11/2017 10:30,0.0235,0.0235,0.015,10016029_2017,0.0235,NH3_N,2017-02,2017,Southeastern Wisconsin Till Plains
10016029,608,7/17/2018 9:11,NA,ND,0.015,10016029_2018,0.0075,NH3_N,2018-03,2018,Southeastern Wisconsin Till Plains
10016029,608,7/15/2019 9:15,NA,ND,0.015,10016029_2019,0.0075,NH3_N,2019-02,2019,Southeastern Wisconsin Till Plains
10016029,608,7/13/2021 9:06,0.0122,0.0122,0.012,10016029_2021,0.0122,NH3_N,2021-16,2021,Southeastern Wisconsin Till Plains
10016029,608,7/12/2022 10:20,NA,ND,0.012,10016029_2022,0.006,NH3_N,2022-02,2022,Southeastern Wisconsin Till Plains
10016029,631,7/11/2017 10:30,4.7,4.7,0.114,10016029_2017,4.7,NO2+NO3,2017-02,2017,Southeastern Wisconsin Till Plains
10016029,631,7/17/2018 9:11,4.74,4.74,0.072,10016029_2018,4.74,NO2+NO3,2018-03,2018,Southeastern Wisconsin Till Plains
10016029,631,7/15/2019 9:15,5.16,5.16,0.108,10016029_2019,5.16,NO2+NO3,2019-02,2019,Southeastern Wisconsin Till Plains
10016029,631,7/13/2021 9:06,5.66,5.66,0.11,10016029_2021,5.66,NO2+NO3,2021-16,2021,Southeastern Wisconsin Till Plains
10016029,631,7/12/2022 10:20,5.06,5.06,0.275,10016029_2022,5.06,NO2+NO3,2022-02,2022,Southeastern Wisconsin Till Plains
10016029,665,7/11/2017 10:30,0.0559,0.0559,0.005,10016029_2017,0.0559,TP,2017-02,2017,Southeastern Wisconsin Till Plains
10016029,665,7/17/2018 9:11,0.0358,0.0358,0.005,10016029_2018,0.0358,TP,2018-03,2018,Southeastern Wisconsin Till Plains
10016029,665,7/15/2019 9:15,0.0466,0.0466,0.008,10016029_2019,0.0466,TP,2019-02,2019,Southeastern Wisconsin Till Plains
10016029,665,7/13/2021 9:06,0.0397,0.0397,0.009,10016029_2021,0.0397,TP,2021-16,2021,Southeastern Wisconsin Till Plains
10016029,665,7/12/2022 10:20,0.0276,0.0276,0.009,10016029_2022,0.0276,TP,2022-02,2022,Southeastern Wisconsin Till Plains
10016036,600,5/25/2022 9:15,1.41,1.41,0.058,10016036_2022,1.41,TN,2022-04,2022,North Central Hardwood Forests
10016036,600,6/28/2022 9:05,2.39,2.39,0.058,10016036_2022,2.39,TN,2022-04,2022,North Central Hardwood Forests
10016036,600,7/18/2022 9:15,1.77,1.77,0.058,10016036_2022,1.77,TN,2022-04,2022,North Central Hardwood Forests
10016036,600,8/15/2022 11:30,1.58,1.58,0.058,10016036_2022,1.58,TN,2022-04,2022,North Central Hardwood Forests
10016036,600,9/29/2022 10:00,1.9,1.9,0.058,10016036_2022,1.9,TN,2022-04,2022,North Central Hardwood Forests
10016036,600,10/27/2022 9:25,1.43,1.43,0.058,10016036_2022,1.43,TN,2022-04,2022,North Central Hardwood Forests
10016036,608,5/25/2022 9:15,0.0121,0.0121,0.012,10016036_2022,0.0121,NH3_N,2022-04,2022,North Central Hardwood Forests
10016036,608,6/28/2022 9:05,0.261,0.261,0.012,10016036_2022,0.261,NH3_N,2022-04,2022,North Central Hardwood Forests
10016036,608,7/18/2022 9:15,0.167,0.167,0.012,10016036_2022,0.167,NH3_N,2022-04,2022,North Central Hardwood Forests
10016036,608,8/15/2022 11:30,0.0738,0.0738,0.012,10016036_2022,0.0738,NH3_N,2022-04,2022,North Central Hardwood Forests
10016036,608,9/29/2022 10:00,0.123,0.123,0.012,10016036_2022,0.123,NH3_N,2022-04,2022,North Central Hardwood Forests
10016036,608,10/27/2022 9:25,0.0348,0.0348,0.012,10016036_2022,0.0348,NH3_N,2022-04,2022,North Central Hardwood Forests
10016036,631,5/25/2022 9:15,NA,ND,0.055,10016036_2022,0.0275,NO2+NO3,2022-04,2022,North Central Hardwood Forests
10016036,631,6/28/2022 9:05,0.14,0.14,0.055,10016036_2022,0.14,NO2+NO3,2022-04,2022,North Central Hardwood Forests
10016036,631,7/18/2022 9:15,0.307,0.307,0.055,10016036_2022,0.307,NO2+NO3,2022-04,2022,North Central Hardwood Forests
10016036,631,8/15/2022 11:30,0.0592,0.0592,0.055,10016036_2022,0.0592,NO2+NO3,2022-04,2022,North Central Hardwood Forests
10016036,631,9/29/2022 10:00,0.28,0.28,0.055,10016036_2022,0.28,NO2+NO3,2022-04,2022,North Central Hardwood Forests
10016036,631,10/27/2022 9:25,0.134,0.134,0.055,10016036_2022,0.134,NO2+NO3,2022-04,2022,North Central Hardwood Forests
10016036,665,5/25/2022 9:15,0.0746,0.0746,0.009,10016036_2022,0.0746,TP,2022-04,2022,North Central Hardwood Forests
10016036,665,6/28/2022 9:05,0.187,0.187,0.009,10016036_2022,0.187,TP,2022-04,2022,North Central Hardwood Forests
10016036,665,7/18/2022 9:15,0.156,0.156,0.009,10016036_2022,0.156,TP,2022-04,2022,North Central Hardwood Forests
10016036,665,8/15/2022 11:30,0.202,0.202,0.009,10016036_2022,0.202,TP,2022-04,2022,North Central Hardwood Forests
10016036,665,9/29/2022 10:00,0.0908,0.0908,0.009,10016036_2022,0.0908,TP,2022-04,2022,North Central Hardwood Forests
10016036,665,10/27/2022 9:25,0.0758,0.0758,0.009,10016036_2022,0.0758,TP,2022-04,2022,North Central Hardwood Forests
10016100,600,5/19/2016 12:55,1.08,1.08,0.03,10016100_2016,1.08,TN,2016-59,2016,Northern Lakes and Forests
10016100,600,7/19/2016 12:45,1.1,1.1,0.03,10016100_2016,1.1,TN,2016-59,2016,Northern Lakes and Forests
10016100,600,8/15/2016 13:30,1,1,0.03,10016100_2016,1,TN,2016-59,2016,Northern Lakes and Forests
10016100,600,9/19/2016 11:30,1.06,1.06,0.03,10016100_2016,1.06,TN,2016-59,2016,Northern Lakes and Forests
10016100,600,10/17/2016 13:15,1.15,1.15,0.03,10016100_2016,1.15,TN,2016-59,2016,Northern Lakes and Forests
10016100,608,5/19/2016 12:55,NA,ND,0.015,10016100_2016,0.0075,NH3_N,2016-59,2016,Northern Lakes and Forests
10016100,608,7/19/2016 12:45,0.0163,0.0163,0.015,10016100_2016,0.0163,NH3_N,2016-59,2016,Northern Lakes and Forests
10016100,608,8/15/2016 13:30,0.0252,0.0252,0.015,10016100_2016,0.0252,NH3_N,2016-59,2016,Northern Lakes and Forests
10016100,608,9/19/2016 11:30,0.0159,0.0159,0.015,10016100_2016,0.0159,NH3_N,2016-59,2016,Northern Lakes and Forests
10016100,608,10/17/2016 13:15,NA,ND,0.015,10016100_2016,0.0075,NH3_N,2016-59,2016,Northern Lakes and Forests
10016100,631,5/19/2016 12:55,0.851,0.851,0.019,10016100_2016,0.851,NO2+NO3,2016-59,2016,Northern Lakes and Forests
10016100,631,7/19/2016 12:45,0.689,0.689,0.019,10016100_2016,0.689,NO2+NO3,2016-59,2016,Northern Lakes and Forests
10016100,631,8/15/2016 13:30,0.723,0.723,0.019,10016100_2016,0.723,NO2+NO3,2016-59,2016,Northern Lakes and Forests
10016100,631,9/19/2016 11:30,0.776,0.776,0.019,10016100_2016,0.776,NO2+NO3,2016-59,2016,Northern Lakes and Forests
10016100,631,10/17/2016 13:15,0.802,0.802,0.019,10016100_2016,0.802,NO2+NO3,2016-59,2016,Northern Lakes and Forests
10016100,665,5/19/2016 12:55,0.0154,0.0154,0.005,10016100_2016,0.0154,TP,2016-59,2016,Northern Lakes and Forests
10016100,665,7/19/2016 12:45,0.0308,0.0308,0.005,10016100_2016,0.0308,TP,2016-59,2016,Northern Lakes and Forests
10016100,665,8/15/2016 13:30,0.04,0.04,0.005,10016100_2016,0.04,TP,2016-59,2016,Northern Lakes and Forests
10016100,665,9/19/2016 11:30,0.0223,0.0223,0.005,10016100_2016,0.0223,TP,2016-59,2016,Northern Lakes and Forests
10016100,665,10/17/2016 13:15,0.0195,0.0195,0.005,10016100_2016,0.0195,TP,2016-59,2016,Northern Lakes and Forests
10016269,600,10/31/2019 11:45,1.52,1.52,0.024,10016269_2019,1.52,TN,2019-55,2019,North Central Hardwood Forests
10016269,608,10/31/2019 11:45,0.031,0.031,0.015,10016269_2019,0.031,NH3_N,2019-55,2019,North Central Hardwood Forests
10016269,631,10/31/2019 11:45,0.739,0.739,0.036,10016269_2019,0.739,NO2+NO3,2019-55,2019,North Central Hardwood Forests
10016330,665,6/21/2020 19:00,0.314,0.314,0.008,10016330_2020,0.314,TP,2020-54,2020,Southeastern Wisconsin Till Plains
10016330,665,7/13/2020 9:30,0.387,0.387,0.008,10016330_2020,0.387,TP,2020-54,2020,Southeastern Wisconsin Till Plains
10016330,665,8/9/2020 9:00,0.331,0.331,0.008,10016330_2020,0.331,TP,2020-54,2020,Southeastern Wisconsin Till Plains
10016330,665,9/27/2020 11:50,0.274,0.274,0.008,10016330_2020,0.274,TP,2020-54,2020,Southeastern Wisconsin Till Plains
10016330,665,10/11/2020 13:15,0.172,0.172,0.008,10016330_2020,0.172,TP,2020-54,2020,Southeastern Wisconsin Till Plains
10016457,600,5/18/2016 15:40,3.06,3.06,0.03,10016457_2016,3.06,TN,2016-48,2016,North Central Hardwood Forests
10016457,600,6/14/2016 12:05,2.91,2.91,0.03,10016457_2016,2.91,TN,2016-48,2016,North Central Hardwood Forests
10016457,600,7/14/2016 11:30,2.93,2.93,0.03,10016457_2016,2.93,TN,2016-48,2016,North Central Hardwood Forests
10016457,600,8/9/2016 12:40,2.81,2.81,0.03,10016457_2016,2.81,TN,2016-48,2016,North Central Hardwood Forests
10016457,600,9/21/2016 12:45,2.64,2.64,0.03,10016457_2016,2.64,TN,2016-48,2016,North Central Hardwood Forests
10016457,600,10/19/2016 13:40,3.09,3.09,0.03,10016457_2016,3.09,TN,2016-48,2016,North Central Hardwood Forests
10016457,631,5/18/2016 15:40,2.46,2.46,0.019,10016457_2016,2.46,NO2+NO3,2016-48,2016,North Central Hardwood Forests
10016457,631,6/14/2016 12:05,2.28,2.28,0.019,10016457_2016,2.28,NO2+NO3,2016-48,2016,North Central Hardwood Forests
10016457,631,7/14/2016 11:30,2.29,2.29,0.019,10016457_2016,2.29,NO2+NO3,2016-48,2016,North Central Hardwood Forests
10016457,631,8/9/2016 12:40,2.25,2.25,0.019,10016457_2016,2.25,NO2+NO3,2016-48,2016,North Central Hardwood Forests
10016457,631,9/21/2016 12:45,2.24,2.24,0.019,10016457_2016,2.24,NO2+NO3,2016-48,2016,North Central Hardwood Forests
10016457,631,10/19/2016 13:40,2.44,2.44,0.019,10016457_2016,2.44,NO2+NO3,2016-48,2016,North Central Hardwood Forests
10016457,665,5/18/2016 15:40,0.0199,0.0199,0.005,10016457_2016,0.0199,TP,2016-48,2016,North Central Hardwood Forests
10016457,665,6/14/2016 12:05,0.0364,0.0364,0.005,10016457_2016,0.0364,TP,2016-48,2016,North Central Hardwood Forests
10016457,665,7/14/2016 11:30,0.0211,0.0211,0.005,10016457_2016,0.0211,TP,2016-48,2016,North Central Hardwood Forests
10016457,665,8/9/2016 12:40,0.0219,0.0219,0.005,10016457_2016,0.0219,TP,2016-48,2016,North Central Hardwood Forests
10016457,665,9/21/2016 12:45,0.0263,0.0263,0.005,10016457_2016,0.0263,TP,2016-48,2016,North Central Hardwood Forests
10016457,665,10/19/2016 13:40,0.0207,0.0207,0.005,10016457_2016,0.0207,TP,2016-48,2016,North Central Hardwood Forests
10016502,665,5/23/2017 18:00,0.254,0.254,0.005,10016502_2017,0.254,TP,2017-14,2017,Southeastern Wisconsin Till Plains
10016502,665,6/12/2017 12:45,0.529,0.529,0.005,10016502_2017,0.529,TP,2017-14,2017,Southeastern Wisconsin Till Plains
10016502,665,7/25/2017 9:15,0.388,0.388,0.005,10016502_2017,0.388,TP,2017-14,2017,Southeastern Wisconsin Till Plains
10016502,665,8/15/2017 9:00,0.204,0.204,0.005,10016502_2017,0.204,TP,2017-14,2017,Southeastern Wisconsin Till Plains
10016502,665,9/21/2017 16:45,0.239,0.239,0.005,10016502_2017,0.239,TP,2017-14,2017,Southeastern Wisconsin Till Plains
10016502,665,10/17/2017 16:45,0.466,0.466,0.005,10016502_2017,0.466,TP,2017-14,2017,Southeastern Wisconsin Till Plains
10016659,600,5/7/2019 12:45,1.93,1.93,0.075,10016659_2019,1.93,TN,2019-46,2019,North Central Hardwood Forests
10016659,600,5/22/2019 10:55,1.45,1.45,0.075,10016659_2019,1.45,TN,2019-46,2019,North Central Hardwood Forests
10016659,600,7/29/2019 10:45,2.87,2.87,0.075,10016659_2019,2.87,TN,2019-46,2019,North Central Hardwood Forests
10016659,600,8/13/2019 14:30,4.23,4.23,0.075,10016659_2019,4.23,TN,2019-46,2019,North Central Hardwood Forests
10016659,600,10/31/2019 11:40,2.55,2.55,0.024,10016659_2019,2.55,TN,2019-46,2019,North Central Hardwood Forests
10016659,608,5/7/2019 12:45,0.0296,0.0296,0.015,10016659_2019,0.0296,NH3_N,2019-46,2019,North Central Hardwood Forests
10016659,608,5/22/2019 10:55,0.0151,0.0151,0.015,10016659_2019,0.0151,NH3_N,2019-46,2019,North Central Hardwood Forests
10016659,608,7/29/2019 10:45,0.0706,0.0706,0.015,10016659_2019,0.0706,NH3_N,2019-46,2019,North Central Hardwood Forests
10016659,608,8/13/2019 14:30,0.0509,0.0509,0.015,10016659_2019,0.0509,NH3_N,2019-46,2019,North Central Hardwood Forests
10016659,608,10/31/2019 11:40,0.0586,0.0586,0.015,10016659_2019,0.0586,NH3_N,2019-46,2019,North Central Hardwood Forests
10016659,631,5/7/2019 12:45,0.956,0.956,0.036,10016659_2019,0.956,NO2+NO3,2019-46,2019,North Central Hardwood Forests
10016659,631,5/22/2019 10:55,0.396,0.396,0.036,10016659_2019,0.396,NO2+NO3,2019-46,2019,North Central Hardwood Forests
10016659,631,7/29/2019 10:45,1.7,1.7,0.072,10016659_2019,1.7,NO2+NO3,2019-46,2019,North Central Hardwood Forests
10016659,631,8/13/2019 14:30,2.08,2.08,0.036,10016659_2019,2.08,NO2+NO3,2019-46,2019,North Central Hardwood Forests
